,id,text,clean_tweet,created_at,source,retweets,replies,likes,quote_count,sentiment
10,1575179490841755648,#BachelorInParadise alum Sarah Herron and fiancé Dylan Brown are expecting their first child! 👶 https://t.co/PBVTFYgSJM,BachelorInParadise alum Sarah Herron and fianc Dylan Brown are expecting their first child,2022-09-28 17:43:50+00:00,TweetDeck Web App,1,1,3,0,Neutral
11,1575179466954797056,every time I watch #BachelorInParadise I am reminded why Wells is my favorite person in the entire bachelor franchise,every time I watch BachelorInParadise I am reminded why Wells is my favorite person in the entire bachelor franchise,2022-09-28 17:43:44+00:00,Twitter for iPhone,0,0,0,0,Positive
12,1575179249228853249,A day behind but I totally forgot the rollercoaster of emotions Michael brought to our televisions #BachelorInParadise,A day behind but I totally forgot the rollercoaster of emotions Michael brought to our televisions BachelorInParadise,2022-09-28 17:42:53+00:00,Twitter for iPhone,0,0,0,0,Neutral
13,1575178293443432449,Jacob has been on my screen for 3 seconds and I’m sick of him #BachelorInParadise,Jacob has been on my screen for 3 seconds and I m sick of him BachelorInParadise,2022-09-28 17:39:05+00:00,Twitter for iPhone,0,0,3,0,Negative
14,1575178129689419776,These intros for each person are new right?? Not that I don’t like it but it’s giving Love Island… #BachelorInParadise,These intros for each person are new right Not that I don t like it but it s giving Love Island BachelorInParadise,2022-09-28 17:38:26+00:00,Twitter for iPhone,0,0,0,0,Neutral
15,1575177730316185602,"Honestly, im here for the IBS discourse. Hot people can have irritable bowels too lol #BachelorInParadise",Honestly im here for the IBS discourse Hot people can have irritable bowels too lol BachelorInParadise,2022-09-28 17:36:50+00:00,Twitter for iPhone,0,0,1,0,Neutral
16,1575176544355463170,Hailey smiling at Lace and then talking shit about her in the interview is not a good look.  Lace is Bachelor royalty. #BachelorInParadise,Hailey smiling at Lace and then talking shit about her in the interview is not a good look Lace is Bachelor royalty BachelorInParadise,2022-09-28 17:32:08+00:00,Twitter Web App,0,0,1,0,Negative
17,1575175807500431360,Brandon and Serene are so cute together! They’re both so nervous and giggly together. 🥰 #BIP #BachelorInParadise,Brandon and Serene are so cute together They re both so nervous and giggly together BIP BachelorInParadise,2022-09-28 17:29:12+00:00,Twitter for iPhone,0,0,1,0,Positive
18,1575174778733809665,Ok look gotta respect game this man Andrew smooth. Nobody else can put a smiley face on their toe and get the girl #BachelorInParadise,Ok look gotta respect game this man Andrew smooth Nobody else can put a smiley face on their toe and get the girl BachelorInParadise,2022-09-28 17:25:07+00:00,Twitter for iPhone,0,0,1,0,Positive
19,1575174326835363844,"In Case You Missed It: The Bachelor Alum Amanda Stanton Married Michael Fogel

Congratulations! #TheBachelor #BIP #BachelorInParadise 

https://t.co/ZVgGOUhhjY",In Case You Missed It The Bachelor Alum Amanda Stanton Married Michael Fogel Congratulations TheBachelor BIP BachelorInParadise,2022-09-28 17:23:19+00:00,TweetDeck,0,0,0,0,Positive
20,1575174230475673600,Tri-lingual. 🤦‍♀️ #BachelorInParadise,Tri lingual BachelorInParadise,2022-09-28 17:22:56+00:00,Twitter for Android,0,0,0,0,Negative
21,1575174149219430400,Jill needs to be more assertive on #BachelorInParadise because why is she allowing Kira bully her like that,Jill needs to be more assertive on BachelorInParadise because why is she allowing Kira bully her like that,2022-09-28 17:22:37+00:00,Twitter for iPhone,0,0,0,0,Negative
22,1575174086585884672,watching #BachelorInParadise in the cold light of my lunch break instead of at night under the influence of canned ranch waters somehow makes it even more of a distressing experience,watching BachelorInParadise in the cold light of my lunch break instead of at night under the influence of canned ranch waters somehow makes it even more of a distressing experience,2022-09-28 17:22:22+00:00,Twitter for Android,0,0,1,0,Negative
23,1575173256138539008,"When Logan called Lace , Luce lol ugh #BachelorInParadise",When Logan called Lace Luce lol ugh BachelorInParadise,2022-09-28 17:19:04+00:00,Twitter for iPhone,0,0,1,0,Neutral
24,1575173167362224129,Excuse me @BachParadise but I think I speak for all Hulu watchers when I say the Mon *and* Tues idea ruins the Twitter aspect of #BachelorInParadise — how am I supposed to catch up on the Monday tweety tweets without Tuesday spoilers?? https://t.co/fWu9Bq12b2,Excuse me but I think I speak for all Hulu watchers when I say the Mon and Tues idea ruins the Twitter aspect of BachelorInParadise how am I supposed to catch up on the Monday tweety tweets without Tuesday spoilers,2022-09-28 17:18:43+00:00,Twitter for iPhone,0,0,1,0,Negative
25,1575173058616180737,"@t_witlessHen18 Yeah, it's doubtful he's finding a woman on #BachelorinParadise to bring home to be with him and his son.",witlessHen18 Yeah it s doubtful he s finding a woman on BachelorinParadise to bring home to be with him and his son,2022-09-28 17:18:17+00:00,Twitter Web App,0,1,2,0,Neutral
26,1575172765832818688,Enough with the IBS jokes #BachelorInParadise https://t.co/gzrncAe9nV https://t.co/Yz9lhJ9iCk,Enough with the IBS jokes BachelorInParadise,2022-09-28 17:17:07+00:00,Twitter for iPhone,0,0,5,0,Negative
27,1575172129321938957,How is Kira bringing in this kind of energy on day 1 #BachelorInParadise,How is Kira bringing in this kind of energy on day 1 BachelorInParadise,2022-09-28 17:14:35+00:00,Twitter for iPhone,0,0,0,0,Neutral
28,1575171705643073536,Lace … girl go home. #BachelorInParadise,Lace girl go home BachelorInParadise,2022-09-28 17:12:54+00:00,Twitter for iPhone,1,0,3,0,Neutral
29,1575171496346939392,they literally pick the dorkiest people from each season and put them on an island #BachelorInParadise,they literally pick the dorkiest people from each season and put them on an island BachelorInParadise,2022-09-28 17:12:04+00:00,Twitter for iPhone,2,0,8,0,Negative
30,1575171165148282881,"I really appreciate that we, bachelor nation, have collectively decided to just call her Luce. #BachelorInParadise https://t.co/gWN4YyTPib",I really appreciate that we bachelor nation have collectively decided to just call her Luce BachelorInParadise,2022-09-28 17:10:45+00:00,Twitter for iPhone,0,2,6,0,Positive
31,1575170298478882828,I love how they didn't give @andrewzspencer an introduction simply because the man needs no introduction #BachelorInParadise,I love how they didn t give an introduction simply because the man needs no introduction BachelorInParadise,2022-09-28 17:07:19+00:00,Twitter Web App,0,0,0,0,Positive
32,1575170168762028033,"#USTVRatings📺 Sep. 28th @ABCNetwork 

#BachelorInParadise (P) 🆕️ 0.6/2.41m (8pm)
#TheRookieFeds (P) 🆕️ 0.3/2.23m (10pm)",USTVRatings Sep 28th BachelorInParadise P 0 6 2 41m 8pm TheRookieFeds P 0 3 2 23m 10pm,2022-09-28 17:06:48+00:00,Twitter for Android,1,0,1,0,Neutral
33,1575169154348249089,Is it me or does Sarine look like Michelle so much that it’s creepy? #BachelorInParadise,Is it me or does Sarine look like Michelle so much that it s creepy BachelorInParadise,2022-09-28 17:02:46+00:00,Twitter for iPhone,0,0,2,0,Neutral
34,1575169076514934784,No shade cuz they’re young and whatever but they’re all on cocaine right? #BachelorInParadise,No shade cuz they re young and whatever but they re all on cocaine right BachelorInParadise,2022-09-28 17:02:27+00:00,Twitter for iPhone,0,0,0,0,Neutral
35,1575169002565140481,BIP really found the perfect amount of drinks (2 per hour) to keep everyone drunk enough to lower inhibitions but not too drunk that they can’t walk…  #BachelorInParadise,BIP really found the perfect amount of drinks 2 per hour to keep everyone drunk enough to lower inhibitions but not too drunk that they can t walk BachelorInParadise,2022-09-28 17:02:10+00:00,Twitter for iPhone,0,0,0,0,Positive
36,1575168429429882882,Lmaooo yeo Lace and Logan 💀💀💀 #BachelorInParadise https://t.co/BJKSaNz5F4,Lmaooo yeo Lace and Logan BachelorInParadise,2022-09-28 16:59:53+00:00,Twitter for iPhone,1,0,0,0,Negative
37,1575168357753827328,Anyone else think Brandon likes serene so much because she’s literally a carbon copy of Michelle from his season of bachelorette #BachelorInParadise,Anyone else think Brandon likes serene so much because she s literally a carbon copy of Michelle from his season of bachelorette BachelorInParadise,2022-09-28 16:59:36+00:00,Twitter for iPhone,0,1,6,0,Neutral
38,1575168196323049483,I have a feeling teddy is going to be annoying  #BachelorInParadise,I have a feeling teddy is going to be annoying BachelorInParadise,2022-09-28 16:58:57+00:00,Twitter for iPhone,0,0,0,0,Negative
39,1575167959240040448,"Looking for a graphic designer? Then order here :
https://t.co/IasLqfrLF8
Jean Boulet #BringBackMasks #HurricaneIan Florida, Category 5  Try Guys Ned Fulmer #Justinflation #TrudeauMustGoToJail Wolverine Yankees Logan #BachelorInParadise Dean Cain Buzzfeed Russia #RowansLawDay",Looking for a graphic designer Then order here Jean Boulet BringBackMasks HurricaneIan Florida Category 5 Try Guys Ned Fulmer Justinflation TrudeauMustGoToJail Wolverine Yankees Logan BachelorInParadise Dean Cain Buzzfeed Russia RowansLawDay,2022-09-28 16:58:01+00:00,Twitter Web App,0,0,2,0,Neutral
40,1575167876096327685,First impression of Johnny: not likable. That he refers to himself in the 3rd person really helped. #BIP #BachelorInParadise,First impression of Johnny not likable That he refers to himself in the 3rd person really helped BIP BachelorInParadise,2022-09-28 16:57:41+00:00,Twitter for iPhone,0,0,2,0,Negative
41,1575167513242894340,"What is Consumer Experience in Healthcare?
https://t.co/7dVuGB8CzQ
#NewsAlert #DWCS #BachelorInParadise #Navratri",What is Consumer Experience in Healthcare NewsAlert DWCS BachelorInParadise Navratri,2022-09-28 16:56:15+00:00,webmedyApp,0,0,0,0,Neutral
42,1575167300319444992,Michael A is so goofy cute!!! ❤️❤️❤️I’m so glad he’s in #BIP #BachelorInParadise,Michael A is so goofy cute I m so glad he s in BIP BachelorInParadise,2022-09-28 16:55:24+00:00,Twitter for iPhone,0,0,0,0,Positive
43,1575166801230430208,No way Kira 😭 this is #realtv #BachelorInParadise,No way Kira this is realtv BachelorInParadise,2022-09-28 16:53:25+00:00,Twitter for iPhone,0,0,0,0,Negative
44,1575166707538067458,Michael A is definitely my type 🥵🥵🥵 #BachelorInParadise,Michael A is definitely my type BachelorInParadise,2022-09-28 16:53:02+00:00,Twitter for iPhone,0,0,1,0,Positive
45,1575166539762139137,"Finally some good freaking news 😭

#BachelorInParadise https://t.co/R4lIYqyw5v",Finally some good freaking news BachelorInParadise,2022-09-28 16:52:22+00:00,Twitter for iPhone,4,4,367,1,Positive
46,1575166388511338496,I am totally shipping Serene and Brandon omg #BachelorInParadise,I am totally shipping Serene and Brandon omg BachelorInParadise,2022-09-28 16:51:46+00:00,Twitter for iPhone,0,0,0,0,Positive
47,1575166083543072776,i honestly think a lot of these people *are* meeting for the first time but were heavily in DMs #BachelorInParadise,i honestly think a lot of these people are meeting for the first time but were heavily in DMs BachelorInParadise,2022-09-28 16:50:34+00:00,Twitter Web App,0,0,6,0,Neutral
48,1575165945441849351,Romeo situation was wild on #BachelorInParadise  last night 🤣 bro was going through it https://t.co/k31GDTjFEn,Romeo situation was wild on BachelorInParadise last night bro was going through it,2022-09-28 16:50:01+00:00,Twitter for iPhone,0,0,0,0,Neutral
49,1575165890714140676,Omg the vibes are so good with Brandon &amp; Serene I love them 😍 #BachelorInParadise https://t.co/QDliKlBDkl,Omg the vibes are so good with Brandon amp Serene I love them BachelorInParadise,2022-09-28 16:49:48+00:00,Twitter for iPhone,0,0,8,0,Positive
50,1575165790793236491,Your daily reminder that the “nice guys” of this franchise are never “nice guys” and are in fact incredibly creepy and just as bad as other men. #BachelorInParadise https://t.co/Pka7mIFc9c,Your daily reminder that the nice guys of this franchise are never nice guys and are in fact incredibly creepy and just as bad as other men BachelorInParadise,2022-09-28 16:49:24+00:00,Twitter for iPhone,23,16,375,6,Negative
51,1575165094920876032,They really couldn’t get anyone good to come on this season of #BachelorInParadise like Shanae? Kira? Lace? Logan? Have to mention Shanae again bc 🤢 https://t.co/bygAjIccZe,They really couldn t get anyone good to come on this season of BachelorInParadise like Shanae Kira Lace Logan Have to mention Shanae again bc,2022-09-28 16:46:38+00:00,Twitter for iPhone,0,0,1,0,Negative
52,1575165028915113986,"""Troy Alexander: Hush &amp; Scream"" by @vocal_creators https://t.co/QY6vXRU4of #injustice #ReasonableDoubtHulu #BachelorInParadise",Troy Alexander Hush amp Scream by creators injustice ReasonableDoubtHulu BachelorInParadise,2022-09-28 16:46:22+00:00,Twitter Web App,0,0,0,0,Negative
53,1575165016591826957,"Genevieve- I don’t like pears 🍐 
Justin- 
#BachelorInParadise https://t.co/eSWQTLXBS9",Genevieve I don t like pears Justin BachelorInParadise,2022-09-28 16:46:19+00:00,Twitter for iPhone,0,0,7,0,Negative
54,1575164621484195840,My thoughts on the #BachelorInParadise premiere https://t.co/hf3R9CytRm,My thoughts on the BachelorInParadise premiere,2022-09-28 16:44:45+00:00,Twitter for iPhone,0,0,6,0,Neutral
55,1575163872914604032,Absofuckinlutely #BachelorInParadise https://t.co/cK5p1Yhnqb,Absofuckinlutely BachelorInParadise,2022-09-28 16:41:47+00:00,Twitter for Android,0,0,3,0,Positive
56,1575163813107683328,"I can Design anything for your business that will bring your company to the next level.
https://t.co/c8PCEmp0am
#JO1ANNX #D7GrandOpeningxMileApo #HurricaneIan #BringBackMasks #BachelorInParadise #TrudeauMustGoToJail #NordStream #StrayKids #CASE143 #graphicdesign #design https://t.co/zbo7svxOrA",I can Design anything for your business that will bring your company to the next level JO1ANNX D7GrandOpeningxMileApo HurricaneIan BringBackMasks BachelorInParadise TrudeauMustGoToJail NordStream StrayKids CASE143 graphicdesign design,2022-09-28 16:41:32+00:00,Twitter Web App,0,0,0,0,Positive
57,1575163752776814596,"The obsession that #TheBachelor franchises have with virgins is ridiculous…like there’s so much more to Teddi than her being a virgin, my God 🙄 #BachelorInParadise",The obsession that TheBachelor franchises have with virgins is ridiculous like there s so much more to Teddi than her being a virgin my God BachelorInParadise,2022-09-28 16:41:18+00:00,Twitter for iPhone,0,0,1,0,Negative
58,1575163375117647872,Watching Michael A. in paradise is so entertaining. I’m solely watching this season for him #BachelorInParadise https://t.co/xWJ9CddyHZ,Watching Michael A in paradise is so entertaining I m solely watching this season for him BachelorInParadise,2022-09-28 16:39:48+00:00,Twitter for iPhone,0,0,4,0,Positive
59,1575163068857798660,Did they remove the drink limit on paradise? #BachelorInParadise,Did they remove the drink limit on paradise BachelorInParadise,2022-09-28 16:38:35+00:00,Twitter for iPhone,0,0,3,0,Neutral
60,1575162653894332425,Breaking Down #BachelorInParadise with @JRadloff https://t.co/pbrq2k8ZRi https://t.co/vbldzEW6SV,Breaking Down BachelorInParadise with,2022-09-28 16:36:56+00:00,Twitter for iPhone,0,2,3,1,Neutral
61,1575162586290540551,Lace can go away #BachelorInParadise,Lace can go away BachelorInParadise,2022-09-28 16:36:40+00:00,Twitter for iPhone,0,0,3,0,Negative
62,1575162461119922176,Johnny just took a stroll down the beach &amp; found himself in Paradise ☀️ #BachelorInParadise https://t.co/fHtTvFUeF8,Johnny just took a stroll down the beach amp found himself in Paradise BachelorInParadise,2022-09-28 16:36:10+00:00,Twitter for iPhone,0,0,3,0,Positive
63,1575162361543294976,Are you a fan of #BachelorInParadise ? Come be on our recap episode podcast 1159pm est every Tuesday? https://t.co/aB3ZSCkQ3H,Are you a fan of BachelorInParadise Come be on our recap episode podcast 1159pm est every Tuesday,2022-09-28 16:35:46+00:00,Twitter for iPhone,0,0,2,0,Positive
64,1575162251878752257,"Serene does resemble Michelle 🌚 
#BachelorInParadise",Serene does resemble Michelle BachelorInParadise,2022-09-28 16:35:20+00:00,Twitter for iPhone,0,1,2,0,Neutral
65,1575162216076247041,"#BachelorInParadise, #RHOSLC, #RHOBH, and #HouseOfTheDragon all airing in the same week...truly a pop culture girlies' dream.",BachelorInParadise RHOSLC RHOBH and HouseOfTheDragon all airing in the same week truly a pop culture girlies dream,2022-09-28 16:35:12+00:00,Twitter Web App,0,0,0,0,Positive
66,1575162009078812675,Brandon 😍 #BachelorInParadise,Brandon BachelorInParadise,2022-09-28 16:34:22+00:00,Twitter for iPhone,0,1,1,0,Positive
67,1575161723526447108,I have never seen this Hailey person on Clayton’s season. #BachelorInParadise,I have never seen this Hailey person on Clayton s season BachelorInParadise,2022-09-28 16:33:14+00:00,Twitter for iPhone,0,1,2,0,Neutral
68,1575161665087311874,Is there a winner in #BachelorInParadise? Or like how does it work? We got the answer 😎  https://t.co/oldeo5PzL2,Is there a winner in BachelorInParadise Or like how does it work We got the answer,2022-09-28 16:33:00+00:00,Sprinklr,0,0,2,0,Positive
69,1575161486099578882,"I didn't watch Clayton or those girls so idk these people
#BachelorInParadise",I didn t watch Clayton or those girls so idk these people BachelorInParadise,2022-09-28 16:32:18+00:00,Twitter Web App,0,0,0,0,Neutral
70,1575161252761915394,"I never had a reason to know this before, but it turns out that you can watch BIP just fine without knowing anybody. Well, I know Luce, of course, but that’s it. #BachelorInParadise",I never had a reason to know this before but it turns out that you can watch BIP just fine without knowing anybody Well I know Luce of course but that s it BachelorInParadise,2022-09-28 16:31:22+00:00,Twitter for iPhone,0,0,4,0,Positive
71,1575160805116751872,@GameOfRosesPod Jill's cat's name is Sauce! #BachelorInParadise,Jill s cat s name is Sauce BachelorInParadise,2022-09-28 16:29:35+00:00,Twitter for Android,0,0,0,0,Neutral
72,1575160410621169666,"@ParisiGenevieve maybe he is also a @WWE fan and thought her name was ""uce""? #BachelorInParadise https://t.co/CHqihhhfgU",maybe he is also a fan and thought her name was uce BachelorInParadise,2022-09-28 16:28:01+00:00,Twitter Web App,0,0,0,0,Neutral
73,1575160145474392064,"Oh Bachelor Nation is surprised that Grocery Store Joe is kinda disgusting? I saw through him when he bullied Chris the Asian Guy off the beach last season. 

Serena deserves better than a cop-loving white man who can’t dance. 🫣 #BachelorInParadise",Oh Bachelor Nation is surprised that Grocery Store Joe is kinda disgusting I saw through him when he bullied Chris the Asian Guy off the beach last season Serena deserves better than a cop loving white man who can t dance BachelorInParadise,2022-09-28 16:26:58+00:00,Twitter for iPhone,0,0,0,0,Negative
74,1575160008899121154,i am so gagged at romeo asking kira to let him pursue jill in peace #BachelorInParadise,i am so gagged at romeo asking kira to let him pursue jill in peace BachelorInParadise,2022-09-28 16:26:25+00:00,Twitter for iPhone,0,0,0,0,Negative
75,1575159399102189569,@tdub815 Did Lace have plastic surgery ? Did she say she’s the most desirable woman #BachelorInParadise #lace,Did Lace have plastic surgery Did she say she s the most desirable woman BachelorInParadise lace,2022-09-28 16:24:00+00:00,Twitter for iPhone,0,0,1,0,Neutral
76,1575159373986664450,"""they make sea unicorns?"" 

I love this man 😭 #BachelorInParadise",they make sea unicorns I love this man BachelorInParadise,2022-09-28 16:23:54+00:00,Twitter for Android,0,0,3,0,Positive
77,1575159311507988485,Romeo telling Kira to please leave him to pursue Jill was funny af #BachelorInParadise,Romeo telling Kira to please leave him to pursue Jill was funny af BachelorInParadise,2022-09-28 16:23:39+00:00,Twitter for iPhone,0,0,0,0,Neutral
78,1575159003319246848,Michael A should have been cast as #TheBachelor #BachelorInParadise #TheBachelorette,Michael A should have been cast as TheBachelor BachelorInParadise TheBachelorette,2022-09-28 16:22:26+00:00,Twitter for iPhone,0,0,0,0,Neutral
79,1575158869856223232,Why is everyone so cringey and awkward 😭😭 #BachelorInParadise,Why is everyone so cringey and awkward BachelorInParadise,2022-09-28 16:21:54+00:00,Twitter for iPhone,0,0,4,0,Negative
80,1575158820086730752,Ok Serene and Brandon 🔥🔥#BachelorInParadise,Ok Serene and Brandon BachelorInParadise,2022-09-28 16:21:42+00:00,Twitter for iPhone,0,0,0,0,Positive
81,1575158741183434752,"Introducing: https://t.co/01hehTc7Bi’s Twitter Awards!
 
Congrats to the first ever winners for Episode 1 of #BachelorInParadise ! 🌴🎉  
@petersgolfcart @thebachdiaries @AlishaEllen651 https://t.co/GND1d9CtqE",Introducing Twitter Awards Congrats to the first ever winners for Episode 1 of BachelorInParadise,2022-09-28 16:21:23+00:00,Twitter Web App,1,1,10,0,Positive
82,1575158426732109824,Not Michael A makin me cry on a Tuesday morning 😭#BachelorInParadise https://t.co/nGwRyuvKWJ,Not Michael A makin me cry on a Tuesday morning BachelorInParadise,2022-09-28 16:20:08+00:00,Twitter for iPhone,0,0,4,0,Negative
83,1575157813172649985,"Michael A. needs to commentate Paradise all season 😂 🙌🏼

#BachelorInParadise",Michael A needs to commentate Paradise all season BachelorInParadise,2022-09-28 16:17:42+00:00,Twitter for Android,0,0,0,0,Positive
84,1575157567361323008,Honestly I love Kira in #BachelorInParadise she’s just here for messiness and fun and that’s what I’m here for so,Honestly I love Kira in BachelorInParadise she s just here for messiness and fun and that s what I m here for so,2022-09-28 16:16:43+00:00,Twitter for iPhone,0,0,0,0,Positive
85,1575157397131255810,Shanae and Jacob aka Tarzan wasted no time #BachelorInParadise I see y’all,Shanae and Jacob aka Tarzan wasted no time BachelorInParadise I see y all,2022-09-28 16:16:03+00:00,Twitter for iPhone,0,0,0,0,Neutral
86,1575156963129774091,"I wasn't on twitter too much yesterday, how is everyone feeling about #BachelorInParadise ??",I wasn t on twitter too much yesterday how is everyone feeling about BachelorInParadise,2022-09-28 16:14:19+00:00,Twitter Web App,0,0,0,0,Neutral
87,1575156753171259392,Finally locking into #BachelorInParadise since @ABCNetwork had some else on last night 😒,Finally locking into BachelorInParadise since had some else on last night,2022-09-28 16:13:29+00:00,Twitter for iPhone,0,0,0,0,Negative
88,1575156677325705218,Jacob is insane for this lmao #BachelorInParadise,Jacob is insane for this lmao BachelorInParadise,2022-09-28 16:13:11+00:00,Twitter for iPhone,0,1,1,0,Negative
89,1575156667511353344,"@ParisiGenevieve I've been looking forward to the dynamic between you and Shanae since I saw the previews for #BachelorinParadise.

Don't listen to the haters.",I ve been looking forward to the dynamic between you and Shanae since I saw the previews for BachelorinParadise Don t listen to the haters,2022-09-28 16:13:09+00:00,Twitter Web App,0,0,1,0,Positive
90,1575156595125850112,J O E this is tew much #BachelorInParadise https://t.co/C5nuszsfms,J O E this is tew much BachelorInParadise,2022-09-28 16:12:51+00:00,Twitter for iPhone,0,0,1,0,Negative
91,1575156465098162177,I’m always confused at the folks who come on Paradise when on their season they weren’t ready to propose…cuz isn’t that the same end goal 🤨 #BachelorInParadise,I m always confused at the folks who come on Paradise when on their season they weren t ready to propose cuz isn t that the same end goal BachelorInParadise,2022-09-28 16:12:20+00:00,Twitter for iPhone,0,0,5,0,Negative
92,1575156388245929985,"Sierra looks great 😍 
#BachelorInParadise",Sierra looks great BachelorInParadise,2022-09-28 16:12:02+00:00,Twitter for iPhone,0,0,0,0,Positive
93,1575155644268777472,Can we steal you for a sec? @Daniellerobay and #BachelorNation host @MikeJohnson1_ are spilling steamy secrets from the #BachelorInParadise premiere! Tune in right now on While You Were Streaming https://t.co/IkZ8XRaILY,Can we steal you for a sec and BachelorNation host are spilling steamy secrets from the BachelorInParadise premiere Tune in right now on While You Were Streaming,2022-09-28 16:09:05+00:00,IFTTT,0,0,0,0,Neutral
94,1575155208967131136,unpopular opinion but ?? I actually like victoria f. and she’s fine af like stop playing with my messy SIS #BachelorInParadise,unpopular opinion but I actually like victoria f and she s fine af like stop playing with my messy SIS BachelorInParadise,2022-09-28 16:07:21+00:00,Twitter for iPhone,0,0,0,0,Positive
95,1575154566102126592,This is how you cast a season #BachelorInParadise https://t.co/S0nYp8qlaw,This is how you cast a season BachelorInParadise,2022-09-28 16:04:48+00:00,Twitter for iPhone,0,0,0,0,Neutral
96,1575154436019716099,This season is about to be amazing #BachelorInParadise,This season is about to be amazing BachelorInParadise,2022-09-28 16:04:17+00:00,Twitter for iPhone,0,0,1,0,Positive
97,1575154354679578630,While #BachelorInParadise is airing all I can think about is how @pilot__rachel and her loved one are doing with the whole hurricane Ian?,While BachelorInParadise is airing all I can think about is how rachel and her loved one are doing with the whole hurricane Ian,2022-09-28 16:03:57+00:00,Twitter for iPhone,0,0,0,0,Neutral
98,1575154287080005640,The producers better not touch Brandon and Serene... #BachelorInParadise,The producers better not touch Brandon and Serene BachelorInParadise,2022-09-28 16:03:41+00:00,Twitter Web App,0,1,3,0,Negative
99,1575154224580927488,Lace was probably like who is Jesse Palmer? #BachelorInParadise https://t.co/goSfA0N0Pw,Lace was probably like who is Jesse Palmer BachelorInParadise,2022-09-28 16:03:26+00:00,Twitter for iPhone,0,0,3,0,Neutral
100,1575154028031479809,why didn’t any of katie’s guys become the bachelor? like who is picking the bachelor lately? clayton?? colton??? zach?? they keep choosing the most vanilla guys  #BachelorInParadise,why didn t any of katie s guys become the bachelor like who is picking the bachelor lately clayton colton zach they keep choosing the most vanilla guys BachelorInParadise,2022-09-28 16:02:39+00:00,Twitter for iPhone,0,0,0,0,Negative
101,1575153548526059521,"Is the Romeo/Jill/Kira love triangle the (drama) nerdiest of all time? If there’s going to be drama, the nerdier the better.  #BachelorInParadise",Is the Romeo Jill Kira love triangle the drama nerdiest of all time If there s going to be drama the nerdier the better BachelorInParadise,2022-09-28 16:00:45+00:00,Twitter for iPhone,0,0,1,0,Neutral
102,1575153277087498243,The more I think about the Luce situation on #BachelorInParadise last night the more I remember how frequently I don’t correct random people who call me Laura or Laurie. It happens.,The more I think about the Luce situation on BachelorInParadise last night the more I remember how frequently I don t correct random people who call me Laura or Laurie It happens,2022-09-28 15:59:40+00:00,Twitter for iPhone,0,0,1,0,Neutral
