,Unnamed: 0,id,text,clean_tweet,created_at,source,retweets,replies,likes,quote_count,sentiment
13,13,1582791221851717632,"#BachelorInParadise ouch ""I don't wake up thinking about Jill"" Jacob thinking with the wrong head. That erection did a number on him Jill who. Which is weird because he kinda made a declaration to Jill after he dumped Kira and then went back to Jill to reassure her",BachelorInParadise ouch I don t wake up thinking about Jill Jacob thinking with the wrong head That erection did a number on him Jill who Which is weird because he kinda made a declaration to Jill after he dumped Kira and then went back to Jill to reassure her,2022-10-19 17:50:08+00:00,Twitter for Android,0,0,1,0,Negative
14,14,1582791162435227649,@brat4otev I'd place money on the fact that Danielle was supposed to be one of the new girls in the split but when Michael was in jeopardy of leaving at the rose ceremony after the other girl went home early they had to make a quick decision to bring in Dani early #BachelorInParadise,I d place money on the fact that Danielle was supposed to be one of the new girls in the split but when Michael was in jeopardy of leaving at the rose ceremony after the other girl went home early they had to make a quick decision to bring in Dani early BachelorInParadise,2022-10-19 17:49:54+00:00,Twitter for Android,0,1,5,0,Neutral
15,15,1582790813473382400,The girls definitely got the better end of the deal w who they brought in 😳🔥#bachelorinparadise,The girls definitely got the better end of the deal w who they brought in bachelorinparadise,2022-10-19 17:48:31+00:00,Twitter for iPhone,0,0,1,0,Positive
16,16,1582790391832915969,Shane's entire booty cheeks were out so what are they black boxing for the other girls? Are vaginal lips showing #BachelorInParadise,Shane s entire booty cheeks were out so what are they black boxing for the other girls Are vaginal lips showing BachelorInParadise,2022-10-19 17:46:50+00:00,Twitter for Android,0,2,1,0,Neutral
17,17,1582790148072558592,Logan being loyal was not on my bingo card #BachelorInParadise,Logan being loyal was not on my bingo card BachelorInParadise,2022-10-19 17:45:52+00:00,Twitter for Android,0,0,2,0,Negative
18,18,1582790106775425024,"They could at least have fun with these guys. You don’t have to have connections with them, but at least have fun. Shit #BIP #bachelorinparadise",They could at least have fun with these guys You don t have to have connections with them but at least have fun Shit BIP bachelorinparadise,2022-10-19 17:45:42+00:00,Twitter for iPhone,0,0,0,0,Negative
19,19,1582790038638587904,no bc i never forgot this man. He will always be the hottest man from bachelor in my opinion #bachelorinparadise https://t.co/wkyxlmWkiG,no bc i never forgot this man He will always be the hottest man from bachelor in my opinion bachelorinparadise,2022-10-19 17:45:26+00:00,Twitter for iPhone,0,0,0,0,Positive
20,20,1582789805506985984,Awh andrews so sweet bless his heart #bachelorinparadise https://t.co/LXIj9ochze,Awh andrews so sweet bless his heart bachelorinparadise,2022-10-19 17:44:31+00:00,Twitter for iPhone,0,0,0,0,Positive
21,21,1582789746375659522,"Ok im still angry that michael and dani are favored enough to not be split up too, i get they had 1 day together but it just doesnt add up #BachelorInParadise",Ok im still angry that michael and dani are favored enough to not be split up too i get they had 1 day together but it just doesnt add up BachelorInParadise,2022-10-19 17:44:17+00:00,Twitter for Android,0,1,0,0,Negative
22,22,1582789144320700416,"Awee more guys need to be built like Andrew. I feel bad now, I hope he opens up a little more so he doesnt get so betrayed. #BachelorInParadise",Awee more guys need to be built like Andrew I feel bad now I hope he opens up a little more so he doesnt get so betrayed BachelorInParadise,2022-10-19 17:41:53+00:00,Twitter for Android,0,0,0,0,Negative
23,23,1582788885800632320,Lace played herself😭 #bachelorinparadise,Lace played herself bachelorinparadise,2022-10-19 17:40:51+00:00,Echofon,0,0,0,0,Negative
24,24,1582788648948203521,God Tyler is just so hot🔥🔥 #BIP #bachelorinparadise,God Tyler is just so hot BIP bachelorinparadise,2022-10-19 17:39:55+00:00,Twitter for iPhone,0,0,0,0,Positive
25,25,1582788018725085184,"Look at Black love WINNING this season. Serene and Brandon, Rodney and Eliza. Let's goooooo babyyyy #BachelorInParadise",Look at Black love WINNING this season Serene and Brandon Rodney and Eliza Let s goooooo babyyyy BachelorInParadise,2022-10-19 17:37:25+00:00,Twitter Web App,0,0,2,0,Positive
26,26,1582787358214492160,Rodney has stunning teeth. Colgate needs to give him a deal ASAP #BachelorInParadise,Rodney has stunning teeth Colgate needs to give him a deal ASAP BachelorInParadise,2022-10-19 17:34:47+00:00,Twitter Web App,0,0,0,0,Positive
27,27,1582787339470147586,I Stan 100% for Victoria and Johnny #bachelorinparadise,I Stan 100 for Victoria and Johnny bachelorinparadise,2022-10-19 17:34:43+00:00,Twitter for iPhone,0,0,0,0,Positive
28,28,1582787176294928384,its honestly not fair for them to do that to Rodney. this season is so manipulative #BachelorInParadise,its honestly not fair for them to do that to Rodney this season is so manipulative BachelorInParadise,2022-10-19 17:34:04+00:00,Twitter Web App,0,1,0,0,Negative
29,29,1582787077577781248,"‘I will ride a crab into the ocean before I leave this beach without a rose.’ 

#BachelorInParadise https://t.co/mQrAnDbBUs",I will ride a crab into the ocean before I leave this beach without a rose BachelorInParadise,2022-10-19 17:33:40+00:00,Twitter for iPhone,0,1,5,0,Neutral
30,30,1582787068014776320,"ooo, Jill, honey. 

#BachelorInParadise https://t.co/lavuhGn3S8",ooo Jill honey BachelorInParadise,2022-10-19 17:33:38+00:00,Twitter for iPhone,0,1,0,0,Neutral
31,31,1582787044316573696,This might be the most SHOCKING Bachelor in Paradise season #bachelorinparadise,This might be the most SHOCKING Bachelor in Paradise season bachelorinparadise,2022-10-19 17:33:32+00:00,Twitter for iPhone,0,0,2,0,Negative
32,32,1582786641403314176,"@etnow @haibon_jared @ashleyiaco @NickViall I also chatted with Tyler this week, and he told me that he was the one to call Jill over during his post-date #BachelorInParadise chat with Shanae
https://t.co/WMfXM3xU72",jared I also chatted with Tyler this week and he told me that he was the one to call Jill over during his post date BachelorInParadise chat with Shanae,2022-10-19 17:31:56+00:00,Twitter Web App,0,1,4,0,Neutral
33,33,1582786298485518338,"Geekria QuickFit Protein Leather Replacement Ear Pads for V-Moda Crossfade Wireless, M-100, LP, LP2 Headphones Ear Cushions, Headset Earpads, Ear Cups Repair Parts (Grey) https://t.co/5GykhgkSXi
#Amazonギフト券 
#Avatar #BlackAdam #BachelorInParadise #BORNPINKinSeoul_DDAY",Geekria QuickFit Protein Leather Replacement Ear Pads for V Moda Crossfade Wireless M 100 LP LP2 Headphones Ear Cushions Headset Earpads Ear Cups Repair Parts Grey Amazon Avatar BlackAdam BachelorInParadise BORNPINKinSeoul DDAY,2022-10-19 17:30:34+00:00,Twitter for Android,0,0,0,0,Neutral
34,34,1582786199877713923,"@etnow @haibon_jared @ashleyiaco .@ashleyiaco and @haibon_jared also hilariously called out @NickViall for his season 3 #BachelorInParadise talk with Ashley, where he told her she'd *never* be with Jared.
https://t.co/cTWhgxxYVf",jared and jared also hilariously called out for his season 3 BachelorInParadise talk with Ashley where he told her she d never be with Jared,2022-10-19 17:30:11+00:00,Twitter Web App,0,1,1,0,Neutral
35,35,1582786083838132226,Not them plopping Danielle on the beach purely for Michael lol #BachelorInParadise,Not them plopping Danielle on the beach purely for Michael lol BachelorInParadise,2022-10-19 17:29:43+00:00,Twitter for iPhone,0,1,3,0,Neutral
36,36,1582785678911614976,"folks really act like they came onto a vacation show with their partners of 25 years and not a dramatic speed dating show with people they just met. 

y’all don’t like this new fancy hotel with AC?!

#bachelorinparadise",folks really act like they came onto a vacation show with their partners of 25 years and not a dramatic speed dating show with people they just met y all don t like this new fancy hotel with AC bachelorinparadise,2022-10-19 17:28:07+00:00,Twitter for iPhone,0,1,1,0,Negative
37,37,1582785476657676291,"@etnow This week also saw the departure of @haibon_jared and @ashleyiaco from the beach. For @etnow, the couple told me why the criticism to their #BachelorInParadise appearance left them feeling like failures
https://t.co/VHwafTwEB4",This week also saw the departure of jared and from the beach For the couple told me why the criticism to their BachelorInParadise appearance left them feeling like failures,2022-10-19 17:27:19+00:00,Twitter Web App,0,2,0,0,Negative
38,38,1582785407011672064,I legit HATE how Jill talks about women too. She has to understanding how gross she sounds calling them the b word too right?! #BachelorInParadise #bachelorinparadiseabc,I legit HATE how Jill talks about women too She has to understanding how gross she sounds calling them the b word too right BachelorInParadise bachelorinparadiseabc,2022-10-19 17:27:02+00:00,Twitter for iPhone,1,1,6,0,Negative
39,39,1582785160554381312,"@etnow Tuesday's #BachelorInParadise episode brought mega drama as some of the women who'd been left behind emotionally spiraled
https://t.co/i6Mj1hcAOe",Tuesday s BachelorInParadise episode brought mega drama as some of the women who d been left behind emotionally spiraled,2022-10-19 17:26:03+00:00,Twitter Web App,0,1,2,0,Neutral
40,40,1582785146318917632,"Exclusive: #BachelorInParadise's Tyler opened up about his ""easy"" connection with Brittany after his date with Shanae. 
https://t.co/lqPqXuY0Rf",Exclusive BachelorInParadise s Tyler opened up about his easy connection with Brittany after his date with Shanae,2022-10-19 17:26:00+00:00,Sprout Social,3,0,6,0,Neutral
41,41,1582784903309324288,"@etnow But it turned out the men wouldn't be the only ones to have fun during #BachelorInParadise's split week
https://t.co/JOodDt2zYV",But it turned out the men wouldn t be the only ones to have fun during BachelorInParadise s split week,2022-10-19 17:25:02+00:00,Twitter Web App,0,1,0,0,Positive
42,42,1582784757519114241,"#BachelorInParadise  @BachParadise recap: Shanae, Logan, Andrew, Rodney &amp; Jacob spark new romances as Lace &amp; Jill self-destruct over surprise twist https://t.co/sWFFThkmZD",BachelorInParadise recap Shanae Logan Andrew Rodney amp Jacob spark new romances as Lace amp Jill self destruct over surprise twist,2022-10-19 17:24:27+00:00,IFTTT,0,0,0,0,Neutral
43,43,1582784664741490693,"@etnow First, Monday night's episode brought the long-awaited twist to the beach #BachelorInParadise https://t.co/MduTBeeMRf",First Monday night s episode brought the long awaited twist to the beach BachelorInParadise,2022-10-19 17:24:05+00:00,Twitter Web App,0,1,0,0,Positive
44,44,1582784638832951296,Johnny is definitely not as solid as Victoria and everyone else think he is 🤣🤣 #BachelorInParadise,Johnny is definitely not as solid as Victoria and everyone else think he is BachelorInParadise,2022-10-19 17:23:59+00:00,Twitter for iPhone,0,0,1,0,Negative
45,45,1582784521929650176,"You don’t get dolled up and make forced small talk on the couch… after crying all day, for no reason. #BIP #bachelorinparadiseabc #bachelorinparadise",You don t get dolled up and make forced small talk on the couch after crying all day for no reason BIP bachelorinparadiseabc bachelorinparadise,2022-10-19 17:23:31+00:00,Twitter for iPhone,0,0,0,0,Negative
46,46,1582784362889678852,A LOT has gone down this week on #BachelorInParadise! Follow along with this thread for all of my coverage for @etnow.,A LOT has gone down this week on BachelorInParadise Follow along with this thread for all of my coverage for,2022-10-19 17:22:53+00:00,Twitter Web App,0,1,0,0,Neutral
47,47,1582784357630373889,Andrew too loyal for paradise. Maybe next season he will know how to play the game better and look out for number one. Its paradise you're supposed explore options unless you get married on day one like Brandon and Serene #BachelorInParadise #bachelorinparadiseabc,Andrew too loyal for paradise Maybe next season he will know how to play the game better and look out for number one Its paradise you re supposed explore options unless you get married on day one like Brandon and Serene BachelorInParadise bachelorinparadiseabc,2022-10-19 17:22:52+00:00,Twitter for Android,0,0,2,0,Neutral
48,48,1582784015676821504,Brittany kissing Tyler so soon? Wow Peter not gonna like watching this back. He got curved yet she kissing Andrew and Tyler right away #BachelorInParadise,Brittany kissing Tyler so soon Wow Peter not gonna like watching this back He got curved yet she kissing Andrew and Tyler right away BachelorInParadise,2022-10-19 17:21:30+00:00,Twitter for Android,0,0,1,0,Negative
49,49,1582783837754753024,"now time for tuesday’s episode 

#BachelorInParadise https://t.co/KEnuyEd4tn",now time for tuesday s episode BachelorInParadise,2022-10-19 17:20:48+00:00,Twitter for iPhone,0,1,1,0,Neutral
50,50,1582783562289319959,"That's sad, Andrew trying to be loyal and Brittany is like Andrew who? #BachelorInParadise",That s sad Andrew trying to be loyal and Brittany is like Andrew who BachelorInParadise,2022-10-19 17:19:42+00:00,Twitter for Android,0,0,2,0,Negative
51,51,1582783218494803972,Lace avoiding the questions she’s obviously not allowed to answer with “do you miss THEM!? Does Rodney Miss ME!?” Was Iconic Behavior. #BachelorInParadise,Lace avoiding the questions she s obviously not allowed to answer with do you miss THEM Does Rodney Miss ME Was Iconic Behavior BachelorInParadise,2022-10-19 17:18:20+00:00,Twitter for iPhone,0,1,3,0,Negative
52,52,1582783161481965568,"I was watching #BachelorInParadise last night ,and I couldn’t help to think how much alike that show and this platform is 😂",I was watching BachelorInParadise last night and I couldn t help to think how much alike that show and this platform is,2022-10-19 17:18:07+00:00,Twitter for iPhone,1,9,31,0,Positive
53,53,1582782675554734084,But uhhh why don’t the girls get 5 new guys for a week? Lol #BachelorInParadise,But uhhh why don t the girls get 5 new guys for a week Lol BachelorInParadise,2022-10-19 17:16:11+00:00,Twitter for iPhone,0,0,0,0,Neutral
54,54,1582782467970240513,"The only person who could test Brandon's love, loyalty and devotion to Serene is Michelle not random newbies #BachelorInParadise the producers should've tired everything possible to get Michelle for a jaw dropping twist to spice up #bachelorinparadiseabc instead they got Salley",The only person who could test Brandon s love loyalty and devotion to Serene is Michelle not random newbies BachelorInParadise the producers should ve tired everything possible to get Michelle for a jaw dropping twist to spice up bachelorinparadiseabc instead they got Salley,2022-10-19 17:15:21+00:00,Twitter for Android,0,0,3,0,Neutral
55,55,1582782373644537864,Were they trying to sex shame Jared? Because real life scientific studies have been conducted and he is above average and fits in the  desirable amount of sex box #bachelorinparadiseabc #BachelorNation #BachelorInParadise also I doubt the 8 minutes even included foreplay https://t.co/Sn60kVPbTK,Were they trying to sex shame Jared Because real life scientific studies have been conducted and he is above average and fits in the desirable amount of sex box bachelorinparadiseabc BachelorNation BachelorInParadise also I doubt the 8 minutes even included foreplay,2022-10-19 17:14:59+00:00,Twitter for iPhone,0,28,1,0,Neutral
56,56,1582782350970130435,LMFAO JILL READ THE ROOM 😂 #bachelorinparadise https://t.co/kabZejOAWr,LMFAO JILL READ THE ROOM bachelorinparadise,2022-10-19 17:14:53+00:00,Twitter for iPhone,0,0,1,0,Neutral
57,57,1582782327964372997,the girls sleeping on thors body double is so hard to watch #BachelorInParadise,the girls sleeping on thors body double is so hard to watch BachelorInParadise,2022-10-19 17:14:48+00:00,Twitter for iPhone,1,3,45,0,Negative
58,58,1582782222003671043,Romeo’s pause after Kira asked him to run away with her lasted longer than Jared #BachelorInParadise #bachelorinparadiseabc https://t.co/Bz0g2QF1Ih,Romeo s pause after Kira asked him to run away with her lasted longer than Jared BachelorInParadise bachelorinparadiseabc,2022-10-19 17:14:23+00:00,Twitter for iPhone,0,1,1,0,Neutral
59,59,1582782108506140672,Kira: would you leave paradise with me? #bachelorinparadiseabc #BachelorInParadise that pause and staring at each other was so awkward. The second hand embarrassment. https://t.co/gZugURIMyS,Kira would you leave paradise with me bachelorinparadiseabc BachelorInParadise that pause and staring at each other was so awkward The second hand embarrassment,2022-10-19 17:13:55+00:00,Twitter for iPhone,0,0,1,0,Negative
60,60,1582781976213622784,"Brittany: we need to talk
Peter: no we don’t 
B: you’re telling everyone I’m a clout chaser
P: yes because I put you on a yacht and you didn’t kiss me and hook up with me so you’re here for the wrong reasons #BachelorInParadise #bachelorinparadiseabc",Brittany we need to talk Peter no we don t B you re telling everyone I m a clout chaser P yes because I put you on a yacht and you didn t kiss me and hook up with me so you re here for the wrong reasons BachelorInParadise bachelorinparadiseabc,2022-10-19 17:13:24+00:00,Twitter for iPhone,1,0,4,0,Negative
61,61,1582781823540596743,@hollandavehome I guess none of y’all watch LOVE ISLAND this is a staple on that show every season. Casa Amor anyone?!!! #LoveIslandUK #BachelorInParadise,I guess none of y all watch LOVE ISLAND this is a staple on that show every season Casa Amor anyone LoveIslandUK BachelorInParadise,2022-10-19 17:12:48+00:00,Twitter for iPhone,0,0,5,0,Negative
62,62,1582781780385402880,Justice for limp fries. #BachelorInParadise,Justice for limp fries BachelorInParadise,2022-10-19 17:12:37+00:00,Twitter for iPhone,0,1,0,0,Negative
63,63,1582781680149925899,Stealing the whole Casa Amor thing was the best thing to ever happen to BIP #BachelorInParadise,Stealing the whole Casa Amor thing was the best thing to ever happen to BIP BachelorInParadise,2022-10-19 17:12:13+00:00,Twitter for iPhone,0,0,2,0,Positive
64,64,1582781659224543234,how no one tries to lock down Aaron year after year is beyond me 🤷🏼‍♀️ easily the finest man on that beach every year 🏝️ #bip #BIP #BachelorInParadise #bachelorinparadiseabc,how no one tries to lock down Aaron year after year is beyond me easily the finest man on that beach every year bip BIP BachelorInParadise bachelorinparadiseabc,2022-10-19 17:12:08+00:00,Twitter for iPhone,0,0,2,0,Positive
65,65,1582781585073442817,Brittany did not say you tried to kiss me after 5 minutes when she kissed Andrew faster than a usain bolt race #BachelorInParadise,Brittany did not say you tried to kiss me after 5 minutes when she kissed Andrew faster than a usain bolt race BachelorInParadise,2022-10-19 17:11:51+00:00,Twitter for iPhone,0,0,1,0,Neutral
66,66,1582781548499111940,Some of these girls on #BachelorInParadise need to get a gripppppppp,Some of these girls on BachelorInParadise need to get a gripppppppp,2022-10-19 17:11:42+00:00,Twitter for iPhone,0,0,2,0,Negative
67,67,1582781519407419403,"#BachelorInParadise 

Brittany: I don’t even know your favorite color

Peter: it’s pepperoni red 🍕 I thought that would be obvious",BachelorInParadise Brittany I don t even know your favorite color Peter it s pepperoni red I thought that would be obvious,2022-10-19 17:11:35+00:00,Twitter for iPhone,0,0,4,0,Neutral
68,68,1582781469344555008,Jill to Shanae and Tyler talking about Jacob’s crystals and man bun— #BachelorInParadise https://t.co/ObN43CdNl9,Jill to Shanae and Tyler talking about Jacob s crystals and man bun BachelorInParadise,2022-10-19 17:11:23+00:00,Twitter for iPhone,0,0,0,0,Neutral
69,69,1582781382522114061,"Here’s the thing about why Casa Amor works on Love Island.. They know they are gonna be meeting people who have already made connections and that’s just part of the deal.

These guys.. these guys signed up for #bachelorinparadise https://t.co/2mSVZdRE4D",Here s the thing about why Casa Amor works on Love Island They know they are gonna be meeting people who have already made connections and that s just part of the deal These guys these guys signed up for bachelorinparadise,2022-10-19 17:11:02+00:00,Twitter for iPhone,0,0,2,0,Neutral
70,70,1582781350557659136,"#BachelorInParadise #bachelorinparadiseabc 

Brittany: I don’t even know your favorite color

Peter: color? are we serious right now? What’s Andrew’s favorite color 

Brittany: https://t.co/Viq02xFstw",BachelorInParadise bachelorinparadiseabc Brittany I don t even know your favorite color Peter color are we serious right now What s Andrew s favorite color Brittany,2022-10-19 17:10:55+00:00,Twitter for iPhone,0,0,0,0,Neutral
71,71,1582781312334647296,Lace is being a literal psycho. RUN Rodney RUN!!! #bachelorinparadise https://t.co/KNoW8TL2TX,Lace is being a literal psycho RUN Rodney RUN bachelorinparadise,2022-10-19 17:10:46+00:00,Twitter for iPhone,0,0,3,0,Negative
72,72,1582781299248402439,#BachelorInParadise taking a page from Love Island’s book with Casa Amor 🤔,BachelorInParadise taking a page from Love Island s book with Casa Amor,2022-10-19 17:10:43+00:00,Twitter for iPhone,0,0,0,0,Neutral
73,73,1582781055047962624,Shanae probably picked Logan because the last shrimp James made her taste was the one inside his boxers and she needed something a bit more filling after all those appetisers #BachelorInParadise #bachelorinparadiseabc,Shanae probably picked Logan because the last shrimp James made her taste was the one inside his boxers and she needed something a bit more filling after all those appetisers BachelorInParadise bachelorinparadiseabc,2022-10-19 17:09:44+00:00,Twitter for Android,0,0,0,0,Neutral
74,74,1582781048160915463,i love jill and i won’t apologize for that!!!!! #BachelorInParadise,i love jill and i won t apologize for that BachelorInParadise,2022-10-19 17:09:43+00:00,Twitter for iPhone,0,0,0,0,Positive
75,75,1582780952111026183,If Jacob chooses Jill even though Kate made his penis rock hard it would mean that he has a deeper connection with Jill even though Jill didn't get him hard when they were naked together #BachelorInParadise Jill doesn't really like Jacob she just wants his rose,If Jacob chooses Jill even though Kate made his penis rock hard it would mean that he has a deeper connection with Jill even though Jill didn t get him hard when they were naked together BachelorInParadise Jill doesn t really like Jacob she just wants his rose,2022-10-19 17:09:20+00:00,Twitter for Android,0,0,0,0,Neutral
76,76,1582780799291904000,"😍😍 Leave your comment. 💛🥰 

#Bulldogs #dogsoftwitter #Puppies #WWERaw #BachelorInParadise https://t.co/gzdP0yLoBW",Leave your comment Bulldogs dogsoftwitter Puppies WWERaw BachelorInParadise,2022-10-19 17:08:43+00:00,Twitter Web App,2,0,14,1,Positive
77,77,1582780560144928768,I’ve always loved Victoria for her full confidence + chill + awareness + respect of others. Doing the work pays off and it shows! Resonate with her growth and vouch for it. #BachelorInParadise https://t.co/FcneSSsmsH,I ve always loved Victoria for her full confidence chill awareness respect of others Doing the work pays off and it shows Resonate with her growth and vouch for it BachelorInParadise,2022-10-19 17:07:46+00:00,Twitter for iPhone,0,1,0,0,Positive
78,78,1582780210033790981,Kate is using Jacob realising that he is an easy mark. He is too horny thinking with his penis. Jacob admitted that the awkward kissing session in the pool made his penis get erect so he needed time for it go down before he got out the pool #BachelorInParadise,Kate is using Jacob realising that he is an easy mark He is too horny thinking with his penis Jacob admitted that the awkward kissing session in the pool made his penis get erect so he needed time for it go down before he got out the pool BachelorInParadise,2022-10-19 17:06:23+00:00,Twitter for Android,0,0,0,0,Neutral
79,79,1582780176391630848,#BachelorInParadise Casey really a Karen 🤣🤣🤣 he ain’t start all that shit and then fall out lmao,BachelorInParadise Casey really a Karen he ain t start all that shit and then fall out lmao,2022-10-19 17:06:15+00:00,Twitter for iPhone,0,0,1,0,Negative
80,80,1582780127502442496,Not Lace always saying Rodney is the apple of her eye and then Rodney’s date card saying “pick someone that is the apple of your eye” 😂😂 production wrong for that lmao #BachelorInParadise,Not Lace always saying Rodney is the apple of her eye and then Rodney s date card saying pick someone that is the apple of your eye production wrong for that lmao BachelorInParadise,2022-10-19 17:06:03+00:00,Twitter for iPhone,7,0,265,1,Negative
81,81,1582780077330161664,"Didn’t Danielle say she tried give her fiancé who was dying CPR 

And then on her #bachelorinparadise intro she’s literally giving someone CPR

Why the fuck ?? That feels so tone deaf and wrong…",Didn t Danielle say she tried give her fianc who was dying CPR And then on her bachelorinparadise intro she s literally giving someone CPR Why the fuck That feels so tone deaf and wrong,2022-10-19 17:05:51+00:00,Twitter for iPhone,1,2,7,0,Negative
82,82,1582779779534622720,Seeing everyone hype up Michael and hearing him talk about his walls as if he didn't straight up use another woman and then try to lowkey paint her as crazy irks me to my core. Fuck him. #bachelorinparadise #BIP,Seeing everyone hype up Michael and hearing him talk about his walls as if he didn t straight up use another woman and then try to lowkey paint her as crazy irks me to my core Fuck him bachelorinparadise BIP,2022-10-19 17:04:40+00:00,Twitter Web App,0,0,5,0,Negative
83,83,1582779751831199760,That appears to be Eliza's real hair because in the confessional her hair was wet #BachelorInParadise,That appears to be Eliza s real hair because in the confessional her hair was wet BachelorInParadise,2022-10-19 17:04:34+00:00,Twitter for Android,0,0,0,0,Neutral
84,84,1582779691965898754,Why does this show punish the women? I’m starting to see how the producers are sexist  #BachelorInParadise,Why does this show punish the women I m starting to see how the producers are sexist BachelorInParadise,2022-10-19 17:04:19+00:00,Twitter for iPhone,0,0,1,0,Negative
85,85,1582779332296335360,"My take on the whole Michael thing he broke up with Sierra when she had the rose knowing that this would most likely mean he was going home, this is how I know he truly wasn't feeling it and that's okay!  I'm glad he didn'use her  #BachelorInParadise",My take on the whole Michael thing he broke up with Sierra when she had the rose knowing that this would most likely mean he was going home this is how I know he truly wasn t feeling it and that s okay I m glad he didn use her BachelorInParadise,2022-10-19 17:02:54+00:00,Twitter for iPhone,0,2,4,0,Neutral
86,86,1582779247411998720,Olu if you see this ily🫶🏾 #bachelorinparadise,Olu if you see this ily bachelorinparadise,2022-10-19 17:02:33+00:00,Twitter for iPhone,0,0,0,0,Positive
