,Unnamed: 0,id,text,clean_tweet,created_at,source,retweets,replies,likes,quote_count,sentiment
24,24,1587497686806065158,I WANT ADAM #BachelorInParadise,I WANT ADAM BachelorInParadise,2022-11-01 17:31:57+00:00,Twitter for iPhone,0,0,1,0,Neutral
25,25,1587497495776710656,"Eliza doing the most, lowkey twisting the situation for Rodney to give her an out to explore. Rodney made the mature paradise decision of giving her autonomy &amp; experiencing a new possible relationship? Rodney wants to be chosen &amp; wants Eliza to find the one #BachelorInParadise",Eliza doing the most lowkey twisting the situation for Rodney to give her an out to explore Rodney made the mature paradise decision of giving her autonomy amp experiencing a new possible relationship Rodney wants to be chosen amp wants Eliza to find the one BachelorInParadise,2022-11-01 17:31:11+00:00,Twitter for iPhone,0,0,13,0,Neutral
26,26,1587497255602425860,Did you guys run out of people that you’re bringing Justin back? #BachelorInParadise,Did you guys run out of people that you re bringing Justin back BachelorInParadise,2022-11-01 17:30:14+00:00,Twitter for iPhone,0,0,1,0,Neutral
27,27,1587497254491148288,Genevieve needs therapy and that's FACTS. Girl. Please get help! #BachelorInParadise,Genevieve needs therapy and that s FACTS Girl Please get help BachelorInParadise,2022-11-01 17:30:14+00:00,Twitter for Android,0,0,6,0,Negative
28,28,1587497197410582530,"#BachelorInParadise is now airing on Citytv.
With The Bachelor’s audience numbers on the decline, @dianagebbia analyzes why it is losing fans rapidly?!

#bachelorinparadiseabc #BachelorNation #TVShow 
https://t.co/vKcofSOdwY",BachelorInParadise is now airing on Citytv With The Bachelor s audience numbers on the decline analyzes why it is losing fans rapidly bachelorinparadiseabc BachelorNation TVShow,2022-11-01 17:30:00+00:00,Twitter Web App,0,0,0,0,Neutral
29,29,1587496159777521664,finally catching up on #BachelorInParadise and aaron was totally right here and genevieve is crying bc she knows she was wrong lmfao so dramatic,finally catching up on BachelorInParadise and aaron was totally right here and genevieve is crying bc she knows she was wrong lmfao so dramatic,2022-11-01 17:25:53+00:00,Twitter Web App,0,0,3,0,Negative
30,30,1587495757745102849,I've just watched episode S08 | E10 of Bachelor in Paradise! #bachelorinparadise  https://t.co/OSBTaJH3DD #tvtime https://t.co/yCb5awbQCX,I ve just watched episode S08 E10 of Bachelor in Paradise bachelorinparadise tvtime,2022-11-01 17:24:17+00:00,"TV Time, TV show tracker",0,0,0,0,Neutral
31,31,1587495528979664896,I don't understand why they sent the guys home who didn't have connections but kept all the girls. Why not let them come back to the beach and have a chance with the other girls? Like Florence is still here and for what? #BachelorInParadise,I don t understand why they sent the guys home who didn t have connections but kept all the girls Why not let them come back to the beach and have a chance with the other girls Like Florence is still here and for what BachelorInParadise,2022-11-01 17:23:23+00:00,Twitter for Android,0,0,4,0,Negative
32,32,1587494956914163714,"I would bet money that if #BachelorInParadise and #LoveIslandUSA aired at the same time, @ABCNetwork would lose viewers.",I would bet money that if BachelorInParadise and LoveIslandUSA aired at the same time would lose viewers,2022-11-01 17:21:06+00:00,Twitter for iPhone,0,0,0,0,Negative
33,33,1587494726084829188,"So when Johnny talks to the guys, he says he wants to marry Victoria &amp; “I’m just not ready to throw it all away w/ Victoria”. But ended it almost immediately, saying he wouldn’t wait around for her…? This is why she’s questioning the inconsistency #BachelorInParadise",So when Johnny talks to the guys he says he wants to marry Victoria amp I m just not ready to throw it all away w Victoria But ended it almost immediately saying he wouldn t wait around for her This is why she s questioning the inconsistency BachelorInParadise,2022-11-01 17:20:11+00:00,Twitter for iPhone,0,1,0,0,Neutral
34,34,1587494256872144901,"Brandon, Aaron, and Rodney have won this season for me, from the funny lines to the actual emotional maturity. 🌹#BachelorInParadise https://t.co/tLJrdrWFag",Brandon Aaron and Rodney have won this season for me from the funny lines to the actual emotional maturity BachelorInParadise,2022-11-01 17:18:19+00:00,Twitter for iPhone,0,0,6,0,Positive
35,35,1587493854017687552,I’m more invested in @ParisiGenevieve and @Aaronrclancy’s relationship than I am in Brandon and serene’s….. if gen and Aaron don’t end up together I will be PISSED #BachelorInParadise https://t.co/BsPwSp3nYI,I m more invested in and s relationship than I am in Brandon and serene s if gen and Aaron don t end up together I will be PISSED BachelorInParadise,2022-11-01 17:16:43+00:00,Twitter for iPhone,1,0,1,1,Negative
36,36,1587493829224976384,"Eliza is weird. 
If ya don’t wanna go on the date, don’t go on the date.
Why is she putting it on Rodney?
#BachelorInParadise
🌹🏝🌹🏝🌹",Eliza is weird If ya don t wanna go on the date don t go on the date Why is she putting it on Rodney BachelorInParadise,2022-11-01 17:16:37+00:00,Twitter for iPad,0,0,2,0,Negative
37,37,1587493815220424705,I’m more invested in @ParisiGenevieve and @Aaronrclancy’s relationship than I am Brandon and serene’s….. if gen and Aaron don’t end up together I will be PISSED #BachelorInParadise https://t.co/a6jTYzCjxJ,I m more invested in and s relationship than I am Brandon and serene s if gen and Aaron don t end up together I will be PISSED BachelorInParadise,2022-11-01 17:16:34+00:00,Twitter for iPhone,0,0,0,0,Negative
38,38,1587493561049575426,Jimmy Garoppolo made his way to #BachelorInParadise https://t.co/YGFnFYsJP0,Jimmy Garoppolo made his way to BachelorInParadise,2022-11-01 17:15:33+00:00,Twitter for iPhone,2,2,8,0,Neutral
39,39,1587493441939849217,"Eliza: “tell me you don’t want me to go”
Rodney: “I don’t want you to go”
Eliza: “he told me he wanted me to go” 
BRO HUH 
#BachelorInParadise",Eliza tell me you don t want me to go Rodney I don t want you to go Eliza he told me he wanted me to go BRO HUH BachelorInParadise,2022-11-01 17:15:05+00:00,Twitter for iPhone,1,0,3,0,Negative
40,40,1587493253632385026,Wait I’m confused. If Sarah didn’t have a “family emergency” there would have been an equal number of guys and girls for the rose ceremony? Someone explain. #BachelorInParadise,Wait I m confused If Sarah didn t have a family emergency there would have been an equal number of guys and girls for the rose ceremony Someone explain BachelorInParadise,2022-11-01 17:14:20+00:00,Twitter for iPhone,0,0,1,0,Neutral
41,41,1587492739372810241,"Awwwww… old school sweet genuine Rodney is back! Maybe we can forgive his two timing Lace… a little…
#BachelorInParadise
🌹🏝🌹🏝🌹",Awwwww old school sweet genuine Rodney is back Maybe we can forgive his two timing Lace a little BachelorInParadise,2022-11-01 17:12:17+00:00,Twitter for iPad,0,0,0,0,Positive
42,42,1587492522024177664,"Im not understanding #ElizaIsichei feelings of what Rodney said.

Of course He doesnt want you to go but its not fair for him to say no dont go when he just explore others as well before her.

#BachelorInParadise is a dangerous place",Im not understanding ElizaIsichei feelings of what Rodney said Of course He doesnt want you to go but its not fair for him to say no dont go when he just explore others as well before her BachelorInParadise is a dangerous place,2022-11-01 17:11:26+00:00,Twitter for iPhone,0,0,1,0,Negative
43,43,1587492432584785921,I just want to lick 👅 Alex #BachelorInParadise,I just want to lick Alex BachelorInParadise,2022-11-01 17:11:04+00:00,Twitter for iPhone,0,0,0,0,Positive
44,44,1587492359272648710,Johnny gives me The Situation vibes  #BachelorInParadise https://t.co/AbyNNjZttd,Johnny gives me The Situation vibes BachelorInParadise,2022-11-01 17:10:47+00:00,Twitter for iPhone,0,0,1,0,Neutral
45,45,1587492278515499009,I know Aaron didn’t say they’re “the strongest couple on the beach” while Serene and Brandon are standing right there. 💀💀 #BachelorInParadise,I know Aaron didn t say they re the strongest couple on the beach while Serene and Brandon are standing right there BachelorInParadise,2022-11-01 17:10:28+00:00,Twitter for iPhone,0,0,1,0,Neutral
46,46,1587492184407699456,Eliza demanding dysfunction from Rodney is… something #bachelorinparadise,Eliza demanding dysfunction from Rodney is something bachelorinparadise,2022-11-01 17:10:05+00:00,Twitter for iPhone,0,0,2,0,Negative
47,47,1587492180750487554,I wish Victoria had picked Alex for the date card. Make Johnny work for it! #BachelorInParadise,I wish Victoria had picked Alex for the date card Make Johnny work for it BachelorInParadise,2022-11-01 17:10:04+00:00,Twitter for iPhone,0,1,2,0,Neutral
48,48,1587492154468769793,"I get that the show is about “drama” but can we at least have some fun Brandon&amp;Serene moments in between Genevieve’s gaslighting seminar? Hell, I’d even take Michael&amp;Danielle! 
#BachelorInParadise
🌹🏝🌹🏝🌹",I get that the show is about drama but can we at least have some fun Brandon amp Serene moments in between Genevieve s gaslighting seminar Hell I d even take Michael amp Danielle BachelorInParadise,2022-11-01 17:09:58+00:00,Twitter for iPad,0,0,1,0,Neutral
49,49,1587491924222644226,Johnny are you here for Victoria or Alex? Stop acting like you’re in middle school #BachelorInParadise,Johnny are you here for Victoria or Alex Stop acting like you re in middle school BachelorInParadise,2022-11-01 17:09:03+00:00,Twitter for iPhone,0,0,0,0,Negative
50,50,1587491719502647298,"I can’t believe Aaron just bent the knee to this gaslighting weepy pathetic woman - Genevieve is seriously one of the most horrible people ever on this show 
#BachelorInParadise
🌹🏝🌹🏝🌹",I can t believe Aaron just bent the knee to this gaslighting weepy pathetic woman Genevieve is seriously one of the most horrible people ever on this show BachelorInParadise,2022-11-01 17:08:14+00:00,Twitter for iPad,0,0,1,0,Negative
51,51,1587491375247134720,"Aaron expresses his feelings and Gen acts like she's been attacked -tears and anger. I loved them, but he deserves someone with more emotional maturity. #bachelorinparadise",Aaron expresses his feelings and Gen acts like she s been attacked tears and anger I loved them but he deserves someone with more emotional maturity bachelorinparadise,2022-11-01 17:06:52+00:00,Twitter for Android,0,0,2,0,Negative
52,52,1587491329952587776,"#USTVRatings📺 Oct. 31st @ABCNetwork 

#BachelorInParadise 🆕️ 0.6/2.77m (8pm)
#TheGoodDoctor 🆕️ 0.4/3.83m (10pm)",USTVRatings Oct 31st BachelorInParadise 0 6 2 77m 8pm TheGoodDoctor 0 4 3 83m 10pm,2022-11-01 17:06:41+00:00,Twitter for Android,0,0,0,0,Neutral
53,53,1587491120979714049,"Genevieve is the biggest gas lighter of the season, perhaps even if the series.
We got rid of Jill, now let’s get rid of Gen!
#BachelorInParadise
🌹🏝🌹🏝🌹",Genevieve is the biggest gas lighter of the season perhaps even if the series We got rid of Jill now let s get rid of Gen BachelorInParadise,2022-11-01 17:05:52+00:00,Twitter for iPad,1,0,0,1,Negative
54,54,1587490849541083137,"Finally catching up on Paradise… Genevieve is still quite toxic and is WAY too involved in Justin coming back. I never thought I’d be on Aaron’s side on anything, but wow, he’s so right to annoyed with this viper 
#GenevieveSux
#BachelorInParadise
🌹🏝🌹🏝🌹",Finally catching up on Paradise Genevieve is still quite toxic and is WAY too involved in Justin coming back I never thought I d be on Aaron s side on anything but wow he s so right to annoyed with this viper GenevieveSux BachelorInParadise,2022-11-01 17:04:47+00:00,Twitter for iPad,0,0,0,0,Negative
55,55,1587490593118175233,Genevieve giving high key emotional abuser vibes 😬 #bachelorinparadise,Genevieve giving high key emotional abuser vibes bachelorinparadise,2022-11-01 17:03:46+00:00,Twitter for iPhone,0,0,0,0,Negative
56,56,1587490420858159104,This season is mentally exhausting  #BachelorInParadise,This season is mentally exhausting BachelorInParadise,2022-11-01 17:03:05+00:00,Twitter for iPhone,0,0,1,0,Negative
57,57,1587490364386168833,"Victoria any time she’s talking about Alex:

#BachelorInParadise https://t.co/tq8KPlovpR",Victoria any time she s talking about Alex BachelorInParadise,2022-11-01 17:02:51+00:00,Twitter for iPhone,0,0,0,0,Neutral
58,58,1587490289505255426,I watch BIP for the opening alone!! So good! #BachelorInParadise,I watch BIP for the opening alone So good BachelorInParadise,2022-11-01 17:02:33+00:00,Twitter for iPhone,0,1,2,0,Positive
59,59,1587490235914518528,Adam looked heartbroken being sent home #BachelorInParadise,Adam looked heartbroken being sent home BachelorInParadise,2022-11-01 17:02:21+00:00,Twitter for iPhone,0,0,0,0,Negative
60,60,1587490184496553996,"Tonight on #WPBYabc, new arrivals hand out date cards on a new #BachelorInParadise.

Later, an agent tries to make amends with a parent on a new episode of #TheRookieFeds.

Wrap up your day with #StarCityNews and #Kimmel on #WPBYabc Lafayette. https://t.co/uRhGHQltvh",Tonight on WPBYabc new arrivals hand out date cards on a new BachelorInParadise Later an agent tries to make amends with a parent on a new episode of TheRookieFeds Wrap up your day with StarCityNews and Kimmel on WPBYabc Lafayette,2022-11-01 17:02:08+00:00,Hootsuite Inc.,0,0,0,0,Neutral
61,61,1587489991483179016,"Victoria chose Johnny? 
Someone please explain.. #BachelorInParadise",Victoria chose Johnny Someone please explain BachelorInParadise,2022-11-01 17:01:22+00:00,Twitter for iPhone,0,0,2,0,Neutral
62,62,1587489893248278529,@blachelorettes Alex for Bachelor please #TheBachelor #BachelorInParadise #bachelorinparadiseabc #alexforbachelor,Alex for Bachelor please TheBachelor BachelorInParadise bachelorinparadiseabc alexforbachelor,2022-11-01 17:00:59+00:00,Twitter for iPhone,0,0,1,0,Positive
63,63,1587489299464966147,I’m over Michael’s widow storyline. Go get therapy #BachelorInParadise,I m over Michael s widow storyline Go get therapy BachelorInParadise,2022-11-01 16:58:37+00:00,Twitter for iPhone,0,0,3,0,Negative
64,64,1587488994480345092,Is it just me or have we had less rose ceremony’s this season? #BachelorInParadise,Is it just me or have we had less rose ceremony s this season BachelorInParadise,2022-11-01 16:57:25+00:00,Twitter for iPhone,0,0,2,0,Neutral
65,65,1587488494666096643,So we’re just glossing over Shanae getting hit with a beer bottle when she was younger #BachelorInParadise https://t.co/Uyk37PmQHt,So we re just glossing over Shanae getting hit with a beer bottle when she was younger BachelorInParadise,2022-11-01 16:55:25+00:00,Twitter for iPhone,0,1,13,0,Negative
66,66,1587488380094480384,Genevieve must learn to communicate in a calm manner and stop being defensive and dramatic. #BachelorInParadise,Genevieve must learn to communicate in a calm manner and stop being defensive and dramatic BachelorInParadise,2022-11-01 16:54:58+00:00,Twitter for Android,0,0,2,0,Neutral
67,67,1587488226951970816,"Treat yourself #BachelorNation! Play #BachelorInParadise Bingo along with tonight's episode. With 4 hours of #BIP every week, you deserve it.

Play right from your phone. Get tonight's 5 boards here: https://t.co/EFWYCyq9Kw",Treat yourself BachelorNation Play BachelorInParadise Bingo along with tonight s episode With 4 hours of BIP every week you deserve it Play right from your phone Get tonight s 5 boards here,2022-11-01 16:54:22+00:00,Twitter Web App,1,0,1,0,Positive
68,68,1587487981312638976,"Roll the tape, this woman is LYING.  #BachelorInParadise Rodney deserves better. https://t.co/Q8YgwSRvyM",Roll the tape this woman is LYING BachelorInParadise Rodney deserves better,2022-11-01 16:53:23+00:00,Twitter Web App,0,0,2,0,Negative
69,69,1587487668899807233,Wells is really doing the most to stir the pot this season #BachelorInParadise https://t.co/hEliboA0uN,Wells is really doing the most to stir the pot this season BachelorInParadise,2022-11-01 16:52:09+00:00,Twitter for iPhone,2,1,14,0,Negative
70,70,1587487057718509571,"#BachelorInParadise  @BachParadise recap: Eliza ditches Rodney for surprising admirer, Aaron breaks down to Genevieve, &amp; Victoria chooses between Johnny &amp; Alex! https://t.co/lcETdREuQR",BachelorInParadise recap Eliza ditches Rodney for surprising admirer Aaron breaks down to Genevieve amp Victoria chooses between Johnny amp Alex,2022-11-01 16:49:43+00:00,IFTTT,0,0,0,0,Neutral
71,71,1587486606189105154,"We don’t want Logan drama, we want THIS drama: 

#BachelorInParadise https://t.co/bcV34DB0Hh",We don t want Logan drama we want THIS drama BachelorInParadise,2022-11-01 16:47:55+00:00,Twitter for iPhone,0,0,4,0,Neutral
72,72,1587486184078442496,"Watching Eliza talk to Justin  about Rodney's response is major red flags for me.  He clearly communicated he didn't want her to go while being mature and considerate.  RUN RODNEY, RUN! ⛳️⛳️⛳️⛳️ #BachelorInParadise",Watching Eliza talk to Justin about Rodney s response is major red flags for me He clearly communicated he didn t want her to go while being mature and considerate RUN RODNEY RUN BachelorInParadise,2022-11-01 16:46:15+00:00,Twitter Web App,0,0,1,0,Negative
73,73,1587486137362391041,did anyone else not understand anything Gen &amp; Aaron talked about??? LOL #BachelorInParadise #BIP,did anyone else not understand anything Gen amp Aaron talked about LOL BachelorInParadise BIP,2022-11-01 16:46:03+00:00,Twitter for iPhone,0,0,0,0,Neutral
74,74,1587484279160057856,Elton John Live Farewell tour at Hyde Park in London England 2022 June 24th ltd 3 CD https://t.co/Kq8iGbrSeZ via @Etsy #bachelorinparadiseabc #bachelorinparadise,Elton John Live Farewell tour at Hyde Park in London England 2022 June 24th ltd 3 CD via bachelorinparadiseabc bachelorinparadise,2022-11-01 16:38:40+00:00,Twitter Web App,0,0,0,0,Neutral
75,75,1587484223660769280,How is this paradise when everyone is living in filth? #BachelorInParadise,How is this paradise when everyone is living in filth BachelorInParadise,2022-11-01 16:38:27+00:00,Twitter for iPhone,0,0,2,0,Negative
76,76,1587483794906484736,Ants in the shower? #BachelorInParadise,Ants in the shower BachelorInParadise,2022-11-01 16:36:45+00:00,Twitter for iPhone,0,0,0,0,Neutral
77,77,1587483639893327874,"Ladies, we gotta stop giving mediocre men chances. It should be a no brainer for Victoria to give her rose to Alex when Johnny hasn’t met her standards.   This isn’t middle school #BachelorInParadise",Ladies we gotta stop giving mediocre men chances It should be a no brainer for Victoria to give her rose to Alex when Johnny hasn t met her standards This isn t middle school BachelorInParadise,2022-11-01 16:36:08+00:00,Twitter for iPhone,0,0,3,0,Negative
78,78,1587483554551943170,Victoria really picked Johnny???? Over Alex?????😭 and they sent Adam home???? Make it make sense 😭😩 #BachelorInParadise,Victoria really picked Johnny Over Alex and they sent Adam home Make it make sense BachelorInParadise,2022-11-01 16:35:48+00:00,Twitter for iPhone,0,0,7,0,Negative
79,79,1587483194458312705,Let’s try this again. I was too tired to watch last night’s #BachelorInParadise,Let s try this again I was too tired to watch last night s BachelorInParadise,2022-11-01 16:34:22+00:00,Twitter for iPhone,0,0,0,0,Neutral
80,80,1587482496412917761,"What even

Rodney: I don't want you to go. But I want you to do what you feel you have to and choose me. 

Eliza: I want you to tell me what you want. 

Rodney: I don't want to go. But I can't tell you what to do. But of course I don't want you to

#bachelorinparadise",What even Rodney I don t want you to go But I want you to do what you feel you have to and choose me Eliza I want you to tell me what you want Rodney I don t want to go But I can t tell you what to do But of course I don t want you to bachelorinparadise,2022-11-01 16:31:35+00:00,Twitter for Android,0,1,3,0,Neutral
81,81,1587482072012070912,Explain to me like I’m 5 why these women are making fools of themselves for these two. #BachelorInParadise https://t.co/HCSvV2Asvs,Explain to me like I m 5 why these women are making fools of themselves for these two BachelorInParadise,2022-11-01 16:29:54+00:00,Twitter for iPhone,0,0,2,0,Negative
82,82,1587481826016329734,Truly admire Brandon and Rodney friendship. Everyone deserves a friend like Brandon  #BachelorInParadise,Truly admire Brandon and Rodney friendship Everyone deserves a friend like Brandon BachelorInParadise,2022-11-01 16:28:55+00:00,Twitter for iPhone,0,1,5,0,Positive
83,83,1587480054044528640,Victoria picking Johnny over Alex is a prime example of how women make excuses for men they like and fail to see the red flags and the reality of the situation. #BachelorInParadise,Victoria picking Johnny over Alex is a prime example of how women make excuses for men they like and fail to see the red flags and the reality of the situation BachelorInParadise,2022-11-01 16:21:53+00:00,Twitter for Android,0,0,7,0,Negative
84,84,1587478828703776769,"The Victoria slander is getting to be too fucking much. She asked him what it would look like to him, as the next step in their relationship. And he said “falling in love is the next step” … like she explained exactly what she meant 😭

#bachelorinparadise",The Victoria slander is getting to be too fucking much She asked him what it would look like to him as the next step in their relationship And he said falling in love is the next step like she explained exactly what she meant bachelorinparadise,2022-11-01 16:17:01+00:00,Twitter for iPhone,0,0,1,0,Negative
85,85,1587478517645660161,Okay Aaron and Genevieve are the same person. I love them. Idk what happens but I just want good things for both of them!! #BachelorInParadise,Okay Aaron and Genevieve are the same person I love them Idk what happens but I just want good things for both of them BachelorInParadise,2022-11-01 16:15:47+00:00,Twitter for iPhone,0,0,2,0,Positive
86,86,1587477861383929857,The Elise and Rodney conversation just showed me that all these women need therapy before going on the show b/c Rodney had an adult conversation and now you’re mad he didn’t “fight for you”. Girl. You agreed to the date already! You clearly want to go #BachelorInParadise,The Elise and Rodney conversation just showed me that all these women need therapy before going on the show b c Rodney had an adult conversation and now you re mad he didn t fight for you Girl You agreed to the date already You clearly want to go BachelorInParadise,2022-11-01 16:13:10+00:00,Twitter for iPhone,0,0,16,0,Negative
87,87,1587476920483999750,"You’re not cute enough to be this much drama. 

Me, to my screen towards various people every week on #BachelorInParadise",You re not cute enough to be this much drama Me to my screen towards various people every week on BachelorInParadise,2022-11-01 16:09:26+00:00,Twitter for iPhone,0,0,1,0,Negative
88,88,1587474139119493120,"Aaron’s therapist at home, watching him excel with emotional intelligence: 

#BachelorInParadise https://t.co/sCQl9ssKci",Aaron s therapist at home watching him excel with emotional intelligence BachelorInParadise,2022-11-01 15:58:23+00:00,Twitter for iPhone,2,0,13,0,Positive
89,89,1587474018281877508,Wow Eliza are you seriously being a dumb b*tch right now because Rodney is giving you his TRUST? Girl bye 🙄🙄🙄 you don’t deserve Rodney #BachelorInParadise,Wow Eliza are you seriously being a dumb b tch right now because Rodney is giving you his TRUST Girl bye you don t deserve Rodney BachelorInParadise,2022-11-01 15:57:54+00:00,Twitter for iPhone,0,1,4,0,Negative
90,90,1587473654601875458,GEN is so annoying i was a little too excited to see her and Aaron fight it out and her potentially leave #BachelorInParadise,GEN is so annoying i was a little too excited to see her and Aaron fight it out and her potentially leave BachelorInParadise,2022-11-01 15:56:27+00:00,Twitter for Android,0,0,0,0,Negative
91,91,1587473479259111426,"Justin to Rodney: 

#BachelorInParadise https://t.co/zkVlsQv7N8",Justin to Rodney BachelorInParadise,2022-11-01 15:55:45+00:00,Twitter for iPhone,1,0,1,0,Neutral
